ID,Tweet,True Label,BERT,BERT 22,BERT 9,,Model,T test
257,gopalani_hibcoz_enaur_hikuch_hikaam_hidhandha_hihai_hihi_ennai_hitum_hilogo_hik_hipaas_hiterrorism_enfe_hi,1,0,0,0,,,
1723,tum_hibhi_hirape_enkarna_hibhanf_hikardo_hi,0,0,0,0,,,
1427,0_rest0_restlolzzz_enis_enpagal_hirundistani_hik_hitwitter_enpe_hikisne_hiaccount_enbanadiya_hichosde_hika_hiapni_hi,0,0,0,0,,,
439,woow_enwoow_enwoow_enaj_hisay_hialmost_en3500_restyears_hipehly_hi1_restjadugarni_hiki_hitajposhi_hihowe_hithi_hiisbeal_hinam_hiki_hius_hik_hib_hikartot_hikalay_hith_hi,0,0,0,0,,,
1758,shaik_hisaheb_hiowaisi_himusalmano_hiko_hisirf_hivote_hike_hiliye_hiistemal_hikarta_hihai_hielection_enke_hibaad_hiatm_envatm_hisab_hibhook_hihate_enhai_hi,0,0,0,0,,,
2459,main_hihar_hidin_hidua_himaangta_hiho_hiaur_hikapil_hisir_enka_hishow_endekh_hikar_hito_ensare_higum_hidoor_hiho_hihate_enhai_hi,1,0,0,0,,,
2955,kbhi_hiindia_enwalo_hiki_hisoch_hiliya_hikro_hijo_hiladkiyon_hike_hirape_enho_hirhe_hih_hiusse_hito_enrok_hinhi_hiskte_hiaap_hiaur_hibaat_hikrte_hih_hi,0,1,1,1,,,
273,ranveer_hisingh_hine_hirape_enkar_hidia_hiisliye_hi,0,0,0,0,,,
763,waow_enap_hik_hidesh_hiwasiyon_hik_hidil_hito_enna_hi,0,0,0,0,,,
205,aimnay_hialarm_enki_hitune_hilaga_hiloo_hiaik_hihaftay_himay_hinafrat_enhoo_hijayay_higi_hi,0,0,0,0,,,
1577,iit_enke_hinaam_hipar_hikalank_hiwahan_hirape_enkiya_hitha_hiaur_hiarrest_enbhi_hihua_hitha_hi,1,0,0,0,,,
2832,aarz_hikiya_hihai_histation_enpeh_higaadi_hiaksar_hilate_enhoti_hihai_histation_enpeh_higaadi_hiaksar_hilate_enhoti_hihai_hijisse_hilove_hihota_hihai_hiu_en,0,0,0,0,,,
1499,updates_enghatiya_higandagi_higairgujri_higulchharrey_hiudaney_hiwalo_hihatred_enpungi_hi,0,0,0,0,,,
744,wo_himere_hibina_hikhush_hihai_hitho_hishiqayat_hikaisi_hiab_hiuse_enkhush_hibe_hina_hidekhu_hitho_hiye_himohabbat_hikaisi_hilove_hihate_enhbd_en,0,1,0,1,,,
2939,larka_hisahi_hibaat_hibhi_hikrega_hito_enusko_hihate_enmilegi_hilrki_hikisi_hiko_hizaleel_hibhi_hikrde_hito_ensb_hiaese_hifavour_enkrengay_hijese_hiinki_hijannnat_hipakki_hihojaegi_hi,1,0,0,1,,,
2715,agar_hitina_himarne_hika_hishauk_hihai_hito_enunko_himaro_hiho_hirape_enkarte_hihain_hirajput_hiraksha_hikarte_hithe_en,1,0,0,0,,,
1275,wande_himataram_hise_hinafrat_enkarne_hiwalo_hiko_hihujj_hisubsidy_hilete_hidekha_hihae_hi,1,1,0,1,,,
2462,rape_enpar_hiek_hisakht_hikanoon_hikab_hibanega_hi,0,0,0,0,,,
2556,tumhara_hiprogram_ensirf_hinafrat_enphailata_hihai_hibanfatahkafatwa_hi,0,0,0,0,,,
1117,yahan_higang_enrape_enof_enzalmi_hiki_hibaat_hihorahi_hi,0,0,0,0,,,
1929,sarkaar_hiko_hipuchkar_hito_enye_himaamle_hinahin_hihote_hiye_hito_enaadikaalon_hise_hihote_hirahe_hihain_hiye_hihai_hiki_hikabhi_hikam_hikabhi_hizyada_hihue_hi,1,1,1,1,,,
2694,pm_enapna_hivada_hinebhae_hibename_ensampatte_hirakhnewalon_hiko_hipaker_hiker_hiunke_hisampatte_hiraj_hisat_hikare_hipeche_hina_hihate_en,1,0,0,0,,,
46,baat_hito_ensahi_hihai_hibhai_hilekin_hiphir_hirape_enke_hicase_enme_enmp_hino_en1_restkyu_hihai_hi,0,0,0,0,,,
1289,i_enhate_enthe_ensong_enswag_ense_hikarenge_hisabka_hiswagat_hicoz_ensirf_hipan_hiparag_hise_hihi_enswagat_hikarte_hihai_hiyaar_hi,0,1,1,1,,,
3281,hahaha_hinikal_hireport_enmadar_hicbod_hiapni_hireports_hibhi_hinikal_hi,0,0,0,0,,,
3313,nationalist_hiabe_hikutte_himodi_hiko_hito_enteen_hisal_hihuye_hihai_hi70_restsal_hitak_hiteri_hi,1,1,1,1,,,
985,wese_hibhi_hiye_hisanghi_hihijde_hishadi_hise_hizyada_hirape_enmain_hivishwas_hirakhte_hito_enteri_hi,0,1,1,1,,,
2354,hussain_hiporki_hitum_hito_ensale_hiapni_hi6_restsal_hiki_hibacchi_hibhi_hinahi_hichhodte_hiuske_hisath_hirape_enkarte_hiho_hifir_hiusi_hise_hinikah_hi,1,1,1,1,,,
2908,nahi_hiriya_hiji_hibut_enagar_himatter_enpakistan_hihota_hihai_hito_enapne_hiaap_hikhoon_hikhoul_hijata_hihai_hibahut_hise_hidard_hihai_hisaltation_ense_hile_hikar_hiab_hitak_hi,0,0,0,0,,,
3072,naliya_higang_enrape_enmight_enhave_engot_enblessings_enfrom_enmulayam_hichoti_hichoti_higaltiya_hiladko_hise_hiho_hijati_hihai_hi,0,0,0,0,,,
162,gayathiri_hiraisa_hijulie_hienna_restaarav_hiku_hisecurity_enah_hioviya_hirape_enpannama_hiirukka_hi,0,0,0,0,,,
2766,rape_enke_hiagainst_enkanoon_hime_enbadlaw_hike_hiliye_hiaur_hikitni_hibahu_hibetiyon_hiki_hibali_hichadhwaoge_hido_ensomething_enplzzz_en,0,0,0,0,,,
977,hina_hiki_hiwakil_hii_enhate_enu_ensambhavna_hiji_hiaap_hine_hishilpa_hisath_hiq_hinahi_hidiya_hi,1,1,1,1,,,
2601,wese_hitau_hirape_enindia_enme_enhote_hihain_hilekin_hioval_enme_enhum_hine_hikar_hidia_hichadar_hidaal_hido_enkhoon_hinikal_hiraha_hiha_hichampionstrophyfinal_en,0,0,0,0,,,
3018,kumkumbhagya_hine_hijo_hikiya_hiapne_hidam_hipe_hikiya_hilekin_hikundali_hipar_hitoh_hikumkum_hiki_himeher_hihai_hifir_hiv_hikundali_hiwale_hijamin_hipar_hi,1,1,1,1,,,
2369,haraam_hikaam_hisay_hinafrat_enkarnay_hiwala_hiaur_hihalal_hiki_hitarf_hiraghbat_hidelanay_hiwala_hinaam_hi,1,1,1,1,,,
2630,ravish_hibhaiya_hiravish_hitere_hibhai_hine_hieh_hiladki_hika_hirape_enkiya_hiwo_hilad_hi,1,0,0,0,,,
714,11_restshadi_himain_hinachay_hina_hinachay_hilekin_hitum_hilogon_hisay_hibehtar_hihai_hiwo_hikia_hikehtay_hihain_hitumhare_hidesh_hiko_hirapi_hi,0,1,1,1,,,
596,ye_himodi_hisarkar_hihai_hibhakton_hik_hirape_enbhi_hiqubool_hihain_hialbatta_hihindu_himuslimjodekachahegangasapavitrpremho_hitufanoqahar_hi,1,0,0,0,,,
1105,sarkaar_hiko_hipuchkar_hito_enye_himaamle_hinahin_hihote_hiye_hito_enaadikaalon_hise_hihote_hirahe_hihain_hiye_hihai_hiki_hikabhi_hikam_hikabhi_hizyada_hihue_hi,1,1,1,1,,,
2762,o_hijhandu_hibalm_enaaj_himera_hiek_hifauzi_hibhai_hishaheed_hihua_hij_hiamp_hik_hime_enislamic_enterrorism_enki_higoli_hise_hitu_hichutiya_hiaaj_hitweet_ennhi_hikrega_hijhantu_hi,0,0,0,0,,,
1538,ladkiyo_hiko_hihumare_hiyaha_hirape_enkrne_hika_hisadhan_himana_hijata_hihai_hiyeh_hibhool_higae_hilikhna_hisir_en,1,0,0,0,,,
1844,koi_hibaat_hini_higlad_enfor_himanveer_hibut_enhate_enmanu_hiinko_hivotes_enki_hizyada_hizarurt_hihai_hiwese_hib_hilol_en,0,0,0,0,,,
631,terrorism_enka_hikhatmy_hiki_hijang_hins_hiky_hikhatmy_hik_hisath_hihog_hi,1,0,0,0,,,
780,sandhu_hiaur_hiteri_hito_enarmy_enhi_enterrorist_enki_hihai_hijo_hirape_enkarte_hihai_hilootte_hihai_hichor_hihai_hi,1,1,0,0,,,
277,modi_hiji_hihamare_hipm_enaap_hikuhub_hibhasan_hidete_hihai_hikya_hischool_enme_enrape_enho_hiraha_hihai_hiaur_hiaap_hikuch_hinahi_hibol_hirahe_hihai_hi,0,1,0,0,,,
1581,i_enhate_enit_hiwhen_eni_enlose_enan_enargument_hiaur_hi1din_hibad_hiyaad_hiaata_hihe_enki_hiiski_hijagah_hiye_hibol_hideta_hito_ensamne_hiwale_hiki_hibolti_hiband_enho_hijaati_hi,1,1,1,1,,,
3066,nyra_hiok_enpar_hidhyn_hina_hihate_enpadha_hi,0,0,0,0,,,
1319,film_enrls_hina_hikarwaa_hike_hihistory_enchng_enho_hijayegi_hijo_hihua_hitha_hiusk_hi,1,1,0,0,,,
206,sofrana_hiazhar_hiali_hiteri_himaan_hiaur_hibahen_hika_hirape_enpakistan_hime_enhowa_hitha_hikya_himahajir_hikutay_hi,0,0,0,0,,,
1151,murder_enis_enki_hisaza_hikya_hiho_hi,0,0,0,0,,,
3193,pehle_hiashram_himai_hijo_hirape_enkar_hirahe_hihai_hibaba_hilog_hi16000_restlarkiyon_hika_hiunhe_hito_enbacha_hile_hi,0,1,0,1,,,
2973,dilllll_hitiger_en96_restor_hitm_hi,0,0,0,0,,,
1651,anant_hisingh_hiarun_hisingh_hiomparkash_hijanadan_hisriagrawal_hiye_hihatya_hirape_engunda_higardi_hikre_hito_enbht_hiaccha_hi,1,0,0,0,,,
2421,namastey_hisir_enme_enapka_hidhyan_hihimachal_hime_enhue_higudiya_hirape_enmurder_encase_enki_hiaur_hikheenchna_hichahungi_hi,0,0,0,0,,,
2708,hate_ento_enkoi_hibhi_hikisi_hisey_hikar_hisakta_hihai_himat_hibhed_hihoney_enkey_enkaran_himuslim_enbhi_himuslim_ensey_hihate_enkar_hiskta_hihai_hi,1,0,0,1,,,
454,a_enblooch_himie_hidkho_hikitne_hirape_enhoo_hirahe_hisabse_hijadya_hirape_enpak_himaie_hihei_hihoote_hihai_hi,0,0,0,0,,,
2042,agree_hisir_enjo_hiinsaan_hipyaar_hibant_hita_hihai_hiwo_hinafrat_enke_hilessons_hikaise_hide_hisakta_hihai_hi,0,0,0,0,,,
35,hina_hiki_hiteam_hiaisi_hihi_enhai_hikewal_hinafrat_enhi_enrakhti_hihai_himanu_hibhai_hiaaj_hihina_hiki_hibaari_hiaayi_hito_enapne_hitime_hip_hi,0,1,1,1,,,
648,bhumi_hivikas_hibank_enke_hiemployes_enko_himrne_hijesi_hihalth_hime_enchhod_hidiya_hitm_hikya_histh_hidoge_hikisi_hika_hii_enhate_enu_en,0,1,1,1,,,
38,krishnan_hishakal_hiacchi_hina_hiho_hito_enbaat_hiacchi_hikarni_hichahiye_hipar_hi2_resttake_hike_hibike_enhue_hiye_hilog_hihate_enke_hisiwa_hikya_hijan_hi,1,0,0,0,,,
9,k_hihum_hiit_hiwas_enso_hidisrespectful_eni_enhate_enthat_enraju_hiapne_hiseason_enmein_hibeizzatti_hikarwaa_hikar_hinikla_hit_hi,1,1,1,1,,,
3120,aur_hiakhilesh_hirape_enyukt_hiserkar_hichalata_hitha_hikhoob_hirape_enkaro_hihim_enbachayenge_hi,1,0,0,0,,,
3223,vayapam_highotala_hikarte_hiwaqt_hilazza_hinahi_hiayi_hiab_hinirlazta_hidikha_hirahe_hidesh_hike_hihar_himeghavi_hichatr_hike_hisa_hi,1,0,1,1,,,
2210,jaha_hidekho_hiwaha_hirape_enrape_enkoi_hikuch_hibolega_hibhi_hikese_hiunke_hihi_enadmi_hijo_hihe_en,1,0,1,0,,,
2383,pakistan_hime_en28_restjaada_hirape_enhote_hihai_hiindia_ense_hiwikipedia_hibanned_ento_ennhi_hihai_hikhol_hike_hipadh_hile_hi,0,1,0,0,,,
350,bhai_hijab_hitumne_hidecide_enkar_hihi_enliya_hihai_hiki_hitumhe_hiek_hiqaum_hiko_hihate_enkarna_hihi_enkar_hi,0,1,0,0,,,
1964,baramha_hine_hiapni_hiputri_hisaraswati_hise_hikyo_hirape_enkoya_hitha_hi,0,0,1,0,,,
658,ye_hijo_hihr_enjagah_hichher_hichhar_hirape_enmurdr_hiho_hirahe_hihain_hiinko_hihlke_himein_hina_hilein_hiits_enlarge_hiscale_ensajish_hion_enstreet_enlevel_en,0,0,1,0,,,
167,iska_himatlab_hiye_hinhi_hiki_hiek_hicharacter_enko_hipura_hibewkoof_hihi_endikha_hide_hiya_enphle_hithodi_hikam_hinafrat_endikhate_hiya_en,0,0,0,1,,,
1645,aur_hitum_hilog_hirape_enkarna_hibandh_hikaro_hijoh_hibee_encheez_hidekto_hiho_hiusi_hipe_hilagh_hijate_hiho_hi,0,0,0,0,,,
1489,noteban_hise_hiterrorism_enki_hikamar_hitut_higayi_hiaisa_hikhwab_hikai_hilogo_hiko_hiaaya_hikisi_hine_hito_enyeh_hikhwab_hidin_hime_enjagate_hi,0,0,1,0,,,
1570,i_enhate_enmanu_himanveer_hii_enlive_enin_envashi_hifir_hibhi_hinhi_higyi_hiinorbit_enin_enbandaro_hiko_hidekhne_hi,1,1,1,1,,,
1821,aapko_hito_enpatna_hime_enmurder_engaya_hime_enrape_enka_hipata_hiv_hinahi_hichal_hipata_hihai_hiaur_hibat_enkarto_hiho_hiisi_hiagent_enka_hiin_en,0,0,0,0,,,
563,jo_hilog_hiorat_hika_hirape_enkartey_hihai_hiunko_himot_hiki_hisaja_hideni_hichaheye_hito_enbe_hihang_enkill_endeath_en,0,1,0,0,,,
267,rahul_hiko_hikhud_hihi_enlgta_hii_enhate_enhim_enhelpful_hihai_hiachi_hibaatein_hikrta_hiflirt_hikrta_hihai_hiboht_hikuch_hikuch_hihota_hihai_hirahul_hitum_hini_hisamjhoge_hi,1,1,1,1,,,
2465,sayss_enaur_hiap_hilogo_hik_hiyahan_hiroz_hihota_hihoga_hibaap_hibeti_hika_hirape_enkeray_hi,0,0,0,0,,,
3398,beta_hirape_enki_hibaat_himat_hikar_hijub_hisheela_hirani_hidelhi_hiko_hiloot_enrahi_hithi_hitub_enwahan_hibohot_hirape_enhu_hi,0,0,1,0,,,
2259,bda_hichhuparustam_hinikla_hire_hirahul_hibaba_hiise_hikahte_hih_hideeye_hiniche_hiandhera_hidesh_hiko_hidhoka_hiaankho_hime_endhul_hi,0,0,0,1,,,
1806,_hi,0,0,0,0,,,
1239,are_himc_hikya_hicong_enshashan_hime_enrape_ennahi_hihota_hitha_hi,0,0,0,0,,,
486,_hi,1,0,0,0,,,
1122,kamya_hienglish_hisikha_hirahi_hihate_enfailane_hik_hisath_hisath_hi,0,1,0,0,,,
3322,pakistan_hika_hiahsan_hihai_hiindian_enpar_hitumhain_hikhairat_himain_hijeet_hidete_hihain_hihum_hior_hiterrorism_enka_hisab_hi,0,0,0,0,,,
2153,laashon_hika_hikhoon_hidhul_hijaye_higa_hidil_hiko_hisakoon_hinai_hiaye_higa_hiphir_hi,0,0,0,0,,,
545,ni_hidekhe_hiapki_hiarmy_enor_hirangers_enne_hijbhi_hi2sron_hike_hikhoon_hika_hibadla_hilena_hini_hiata_himeans_enghareeb_hike_hikhoon_hika_hi,1,0,0,0,,,
228,oye_hikapooray_hihum_hitoh_hijeet_hibi_higaye_hichal_hichord_enyar_hibus_enstop_enwomen_enrape_enin_enindia_en,0,0,0,0,,,
2408,k_hihum_hidalmia_hishindey_hi,1,0,0,0,,,
181,waqai_hibaap_hibaap_hihota_hihai_hisara_hisal_hibacho_hiko_hikhus_hikrta_hihai_hibut_enfathers_enday_hiko_hitumary_hijasy_hibacho_hika_higang_enbang_enrape_enhn_hi,0,1,1,1,,,
2250,o_hije_hirail_enmein_hito_enmumkin_hihi_ennahi_hihai_hirape_enkarna_hi3_restdafa_himain_hinay_hikoshish_hiki_hilekin_hinakam_hiraha_hirafique_hi,0,0,0,0,,,
380,kisi_hise_hihutak_hiamaiz_hiandaz_himein_hibat_enkerne_hise_hibat_enbanti_hinahein_hibigarti_hihe_enlove_hifor_hiall_enhatred_enfor_hinon_en,1,0,0,0,,,
1626,tere_hijaise_hilog_hiterrorism_enphaila_hirahe_hihain_hioopar_hichaley_hijaa_hi72_resthoor_himilengi_hi,1,0,0,0,,,
995,twitter_enmai_hidhoni_hidhoni_hichillata_hinahi_hiiska_himeaning_enyeh_hinahi_hiki_hii_enhate_enhim_ennikal_hiaab_hi,0,1,1,1,,,
3124,we_enhate_enkarni_hisena_hisc_hiko_hichabuk_hichalana_hichahiy_hi,1,1,1,1,,,
3021,dekho_hirohan_hiki_hipopularity_enusse_hike_hiliye_himai_hitumhe_hihate_enkar_hirahi_hihu_hikeyoki_hii_enlove_hirohan_hi,0,0,0,1,,,
2234,vo_hiisiliye_hicoz_enhumare_hiyaha_hiadhe_hi,0,1,0,1,,,
2278,nopes_ennahin_hihai_hifans_enhate_enit_hiand_enhaters_hihate_enit_hipata_hichal_hijaaega_hiki_hipublic_enko_hikaise_hilag_hirahi_hihai_hi,1,0,0,0,,,
1069,pm_enyeduurappa_hiis_enhonest_enjay_hishah_hiis_enhonest_enmopalwar_hiis_enhonest_enprakash_himehta_hiis_enhonest_ena_enraja_hiis_enh_hi,1,0,0,0,,,
2928,baigs_hibalatkaar_hise_hiyaad_hiaaya_hiammi_hikaisi_hih_hitumhari_hidrd_hithode_hihi_enh_hiab_hi13_restbaar_hirape_enhua_hiicc_ent_hi,0,0,0,1,,,
2925,bewakoof_hibanakar_hikhaayi_hime_enfek_hidete_hihai_hiuse_engaali_hidete_hihai_hiuse_enjudge_enkarte_hihai_hiuse_enhate_enkarte_hihai_hitoh_hiwoh_hibacha_hibohat_hisadme_hime_endin_hi,0,0,0,0,,,
574,doosri_hibaat_hiye_hik_hikon_hiterrorism_enmn_hihey_hikon_hinai_hihey_hidunya_hijaanti_hihey_hipakistan_hituo_hikhud_hiiss_hika_hishikaar_hihey_hijnab_hi,1,0,0,0,,,
393,bhaiya_hijiska_hikaam_hihai_hiwo_hikarega_hina_hipm_enbolega_hito_enkya_hirape_enhona_hiband_enhojaega_hisundar_hiladki_hide_hi,0,0,0,0,,,
779,kaise_hikarj_hiutaroge_hisena_hike_hikhoon_hipasino_hika_hijanta_hikya_hiachar_hidalegi_hi56_restinch_hike_hiseene_hika_hisamasya_hiseema_hipar_hinahi_hidelhi_hiki_hisarkar_hime_enhai_hi,0,0,0,0,,,
2220,inhone_hiapni_hisuraksha_hike_hiliye_hikhoon_hiki_hiholi_hikheli_hisalute_ento_enthese_enmartyrs_enjai_hihind_hi,0,0,1,1,,,
3076,patakha_hiabe_hibc_hirape_enkarna_hiek_hidimagi_hibimari_hihai_hikam_hise_hikam_hiise_hito_enrajniti_hise_himat_hijod_hirape_enkar_hi,1,0,0,1,,,
2798,abe_hitumhari_hinews_enchannels_hime_enindia_enki_hibaat_hibaht_hihoti_hihe_en,1,1,1,1,,,
1284,28_restislamic_enterrorism_enbe_hibhi_hikuch_hibol_himadarchod_hiagar_higaand_hime_endam_hihai_hiaur_hiek_hibaap_hike_hisperm_ense_hinikla_hihai_hitoh_hi,0,0,0,0,,,
2423,rape_enno_en1_reststate_enhai_himp_hihai_hior_hiyeh_hibengal_hiko_hibadnaam_hikar_hirahi_hihai_hidrugs_enka_hiover_endose_enle_hiliya_hiroopa_himasi_hinai_hi,0,0,0,0,,,
1519,to_enbhi_hidhiyan_hi,0,1,0,1,,,
1291,iss_hikambakhat_himakhi_hiko_hipoore_hiduniya_himein_hisirf_himera_hihi_enmilkshake_enmila_hitha_hisuicide_enkarne_hiko_hiek_hinaya_hikhoon_hika_hiilzaam_himujhpar_hi,0,0,0,0,,,
100,choti_hisi_hipradesh_higujurat_hime_ensatadhari_hiparty_enke_hisevak_hilok_hijab_hiaurato_hiko_hirape_enkarte_hihe_enblack_enmail_enkar_hirahe_hihe_ento_enkan_hi,0,1,1,1,,,
2471,bjp_hiwale_hirajyo_hime_enmurder_enya_enrape_ennahi_hihote_hikya_hiup_enki_hiroti_hikha_hik_hiup_enko_hihi_enbadnaam_hikarte_hiho_hi,0,1,0,1,,,
2946,i_enhate_enu_enpeso_hik_hiliye_hikisi_hika_hisath_hidena_higalat_hibaat_hihe_en,1,1,1,1,,,
1757,kuch_hito_enmudda_himila_hibat_enkarne_hika_hiwarna_hitumhare_higovt_enm_ento_enghotale_hiaur_hirape_enchorkar_hiaur_hikisi_himudde_hipe_hibat_enhi_ennahi_hihoti_hithi_hi,0,1,1,1,,,
3107,akash_hiaur_hiluv_enke_hisaath_hito_enboht_higalat_hikiya_hibut_enhina_hike_hisaath_hiwohi_hikiya_hijo_hiusne_hi,1,1,0,0,,,
233,i_enhate_enpakistanis_hiin_enjaise_hilogo_hiki_hiwajah_hise_hihi_enmere_himulk_hihindustan_hike_hido_entukre_hihuye_hi,1,1,1,1,,,
1727,indian_enaap_hijanwar_hiho_hikhoon_hikitni_hibar_enuse_enkiya_hiapne_hijb_hiyesa_hihone_hilge_hito_ensamjh_hijana_hiki_hipagal_hiho_hichuki_hiaap_hi,1,1,0,1,,,
2415,tiris_hika_hihate_en,0,0,0,1,,,
1007,fawad_hich_hiwo_hibhai_hihai_hijiski_hibehen_hika_hirape_enhu_hiraha_hiho_hitu_hiboley_higa_hibehna_himein_hine_hitu_hibola_hitha_hi,0,0,0,0,,,
1795,sherni_hiisi_hiwale_himuhammad_hiaur_hiallah_hiki_hiayesha_hika_hirape_enkr_hirhe_hiayesha_hibachao_hibacho_hikr_hirhi_hi,0,1,1,1,,,
2857,nabalik_hibachiyo_hika_hirape_enkarne_hiwale_hiki_hikhabar_hinahi_hidikhayi_hito_enitna_hibura_hikyu_hilag_hiraha_hihai_hi,0,1,0,0,,,
654,tu_hitou_hihai_hihi_enbegairat_higanje_hitera_hipast_hikya_hihai_hisubb_hiko_hipata_hihai_hikaal_hitaak_hibbc_himain_hidhake_hikhane_hiwala_hi,0,0,1,1,,,
2513,khatri_hi,0,0,1,0,,,
2002,but_endoklam_hime_enchina_hini_hiaaya_hito_enrape_enhone_hido_enkoi_hibaat_hini_hiyogi_hiwill_hibe_hilike_enab_hilog_hibo_hi,0,0,0,0,,,
1954,i_enfeel_hilike_ennafrat_ense_hiaccha_hidusmani_hiho_hijaaye_hikuch_hitoh_hiresult_hiaayega_hi,1,1,1,1,,,
1634,alisha_hiahmad_hik_hirape_enaur_hiphir_hios_hiwaqat_hikaha_hitha_hitera_hiandar_him_enbin_hiqasim_hi,0,0,0,0,,,
2472,news_enek_hiaurat_hiho_hikar_hiaurat_hiki_hirape_enbat_enkarrhi_hiha_hiowh_hitum_hiko_hisarrm_hiani_hicahiy_hi,1,0,0,0,,,
2644,ye_hijitne_hibichari_hidekhti_hihai_hina_hiutne_hihi_enchalu_hifake_hihai_hishitpashinde_hiki_hitarraha_hii_enhate_enher_hi,1,1,1,1,,,
1977,ek_hidil_hiek_hijaan_hiakal_hike_hiimitihaan_hikal_hikp_hike_hirape_enaur_hisawing_hibetween_entwo_restlegs_hiafter_hirape_enhonge_hijustifie_en,0,0,0,0,,,
2617,hate_enu_ensooooooooooooo_enmuuuuuuuuuuchhhhhh_hibig_enboss_engandgi_hifaila_hirkhi_hih_hibndgi_hipunish_enne_hiunhe_hikuchh_hi,1,1,0,1,,,
798,tumhare_hiallah_hiki_hima_hiki_hiankh_hibc_hiab_hito_ensudhro_hiwo_hiallah_hiharamkhor_hi9_restsal_hiki_hiayeaha_hika_hirape_enkarata_hitha_hi,1,1,1,1,,,
878,krishnan_hisuch_hikahu_hito_enkisi_hifemale_enke_hibaare_hime_enbura_hikahne_hime_enmujhe_hibura_hilag_hiraha_hihai_hibut_enkya_hikaru_hiye_hikaam_hi,1,1,0,0,,,
877,iss_hirascal_enko_hikisne_hibola_hiki_hihindus_hirape_enkerte_hihain_hitumlog_hika_hidharam_hitoh_hikhulleam_hibeizaat_hikerta_hihai_hiaurato_hiko_hibesh_hi,0,1,0,1,,,
363,top_enmut_hitoh_hitu_hipeeta_hih_hikatwe_hisir_entere_hi,1,0,0,0,,,
3337,sab_hihath_hidho_hik_hipade_hihai_hishilpa_hiko_hidegrade_hikarne_hitum_hilogo_hiko_hishilpa_hichor_hik_hiaur_hikuch_hisujhta_hini_hihate_enu_enall_enshilpa_hihate_en,1,1,1,1,,,
1263,is_enpic_enka_hitune_hirape_enkar_hidiya_hi,0,0,0,0,,,
189,mai_hibahut_hirespect_hikar_hitha_hiko_hidilwale_hik_hiphele_hitak_hijab_hiusne_hichallengeaccepted_enka_hitweet_endala_hitabse_hi,0,0,0,0,,,
2836,ke_hikhoon_himein_hihi_encaptaincy_enhai_hisaahab_hi1_restsaal_hike_hiliye_hidhoni_hiko_hicaptaincy_ense_hitoh_hihata_hidoge_hipar_hike_hirecords_hiko_hikaise_hibadloge_hi,0,1,0,0,,,
357,anaye_hiwaley_hidinon_himain_hibhi_hitumhara_hirape_enkarengaye_hicricket_enmain_hipakistan_hitumhara_hibaap_hihai_hi,0,0,0,0,,,
1435,ramteke_hibhai_hii_ennever_hihate_enany_enreligion_enbaaki_hikoi_hikuch_hibhi_hismjhe_hi,0,1,0,1,,,
3379,bhai_hitum_hilog_hikahan_hise_hiaate_hiho_hiachanak_himovie_enke_hibaare_himein_hiitna_hisochna_hitum_hilog_hikahan_hichale_hijate_hiho_hikoi_hi,1,0,1,0,,,
1601,shame_enteamindia_enkuch_hito_enhockey_hiteam_hise_hisikh_hilo_hiaapne_hi,1,0,0,0,,,
1827,aho_hitumhy_hirape_enkar_hik_hibarbad_hihona_hihai_hi,0,0,0,0,,,
