ID,Tweet,True Label,BERT,BERT 22,BERT 9,,,,,Model,T test
659,kya_histudent_enki_hivoice_enraise_enkregi_hiya_hitripletalaq_resthi_hibusy_enrhegi_hiyahan_hihm_histudent_enka_hiaaye_hidin_hirape_restho_hirha_hiha_hiuska_hikuchh_hini_hi,0,0,0,0,,,,,,
425,har_hidilli_hiwala_hiapne_hiko_hismart_ensamjhta_hihai_hiirony_rest,1,1,1,1,,,,,,
776,yeh_hipakistani_enpolitics_enmain_hinae_enho_hiraha_hiya_hiwese_hiiske_hich_hisarwar_hike_hisath_himilne_higaya_hikuch_hidin_hipehle_hiik_hike_hisath_hitha_hi,0,0,0,0,,,,,,
1343,ye_hipolitics_enwalle_hisirf_hibhasan_hihi_hide_hisakte_hihai_hikarna_hikuch_hinai_hiaatta_hiinhe_hipehle_hise_hikarne_hipath_enrahi_hithi_hi,0,0,0,0,,,,,,
395,yeh_hiunke_hiliye_hisarcasm_resttha_hijo_hisab_hijagah_hiaag_hiaur_higussa_hifela_hirahe_hihain_hibilkul_hitheek_hihum_hisudhrenge_hijag_ensudhrega_hi,0,0,0,0,,,,,,
439,indvspak_restye_hitrend_endono_hideshon_hiko_himatch_enk_hipehle_hijitna_hikareeb_hilata_hihai_himatch_enk_hibaad_hiutna_hihi_hidoor_hikar_hideta_hihai_hiirony_rest,1,1,1,1,,,,,,
1022,triple_entalaq_himuslim_hihail_enpm_hinarendra_restmodi_restyogi_enadityanath_hisend_enrakhis_hi,0,0,0,0,,,,,,
440,beta_himarne_hitak_hipadh_hilo_hifir_himaze_hihi_himaze_hihai_hisarcasm_resttrending_restretweet_rest,1,1,1,1,,,,,,
1203,ye_hihota_hihai_himr_enchu_hika_hisoch_hijo_hivote_enbank_enpolitics_ense_hiupar_hiuth_hihi_hinahi_hisakta_hi,0,0,0,0,,,,,,
537,bhature_hike_hibina_hiadhura_hih_hichole_hiaur_hibhaji_hike_hibina_hipav_hiaussiesabjaantahai_restindia_hiusko_hicricket_enharana_hijaanta_hihai_hi,0,0,0,0,,,,,,
903,jay_restsuna_hihai_hiaap_hinay_hikoi_hidhamaka_hikiya_hihai_hint_higet_enfarewell_enparty_enirony_rest,0,1,1,1,,,,,,
2,yeah_enipl_hihai_hisir_enyaha_hisab_hikuch_hihota_hihai_hisarcasm_restmivsrh_restiplt20_rest,1,1,1,1,,,,,,
253,display_enpicture_ensooooooo_hilagta_hihai_hidunya_hikeh_hisaamnay_hitumhara_hiraaz_hifaash_hihogaya_hihai_hiab_highar_hiajao_hisarcasm_restkindlyadjust_rest,0,1,1,1,,,,,,
529,bjp_hiko_hiapane_himatlab_hiki_hibhasha_hipasand_hitripletalaq_restsamarthan_hichahiya_hiaap_hiachhey_hiho_hipar_hirohingyamusalman_restki_hibaat_himat_hikaro_hiwah_hibjp_hi,0,0,0,0,,,,,,
350,isme_hibhi_hika_hihaath_hihoga_hisarcasm_rest,1,1,0,0,,,,,,
862,life_restvaani_hikapoor_hipehle_hibhi_himodel_enthi_hiaur_hiab_hibhi_himodel_enban_hikar_hihi_hireh_higayi_hihai_hi,0,0,0,0,,,,,,
787,agar_hiowaisi_hiabhi_hiequality_enki_hibat_hikar_hiraga_hihai_hitriple_entalaq_hike_hibare_himein_hikyu_hihai_hipl_hiask_en,0,0,0,0,,,,,,
228,azeem_hihain_hiwo_hilog_hijo_himulk_hiki_hiawaam_hiki_hikhoon_hipaseene_hiki_hikamai_hilootne_hik_hibaad_hib_hipakistanzindabad_restk_hinaray_hilagate_hihen_hiirony_rest,1,1,1,1,,,,,,
32,bawana_hilogo_hiko_hilaga_hievm_hika_hikoi_hibhi_hibutton_endabaoge_hivote_enbjp_hijo_hiho_hijayega_hiisliye_hilogo_hine_hiaap_hika_hibutton_endabaya_hisarcasm_rest,1,1,1,1,,,,,,
835,triple_entalaq_hibhul_higaye_hiji_hi,0,0,0,0,,,,,,
1357,burnol_histock_enmodi_restaur_hijashodaben_hiko_hitroll_enkarke_hikaam_hichala_hirahe_hihain_hitripletalaq_resttripletalaqover_rest,0,0,0,0,,,,,,
699,tripletalaq_restse_hisab_hise_hijayada_hikhushi_hibjp_hiwalo_hiko_hihoi_himano_enki_hiunko_hitalaq_hise_hiazadi_himilgai_hi,0,0,0,0,,,,,,
873,arey_hijaan_hiloge_hikya_hibacchi_hiki_hikitna_hiantar_hihai_hihind_hidesh_hik_hiniwasi_higane_himain_hiaur_hijana_higana_himana_himain_hi19_rest20_restka_hitoh_hiantar_hihai_hisarcasm_rest,1,1,1,1,,,,,,
466,retweet_hikar_hidu_hipar_hikoi_himujhe_hifollow_enkarnewala_hibhi_hihona_hichahiye_hiretweet_hiko_hipadhne_hike_hiliye_hiirony_rest,1,1,1,1,,,,,,
718,agar_hivirat_hine_hiinse_hicricket_ensikha_hihai_hivirat_hiki_hikoi_higalti_hinehien_hihai_hikinyo_hiki_hikon_hijanta_hihai_hikoie_hiadmi_hikab_hikiya_hibansakta_hihai_hi,0,0,0,0,,,,,,
1176,cricket_ennews_enhashim_hiamla_hine_hishaandaar_hibatting_enki_hithisara_hiperera_hiki_hibhi_hiachi_hirahi_hisarfaraz_hiahmed_en,0,0,0,0,,,,,,
1302,kehne_hike_hiliye_hitoh_hi1000_resthai_hipar_hibaat_hikarne_hike_hiliye_hikoi_hini_hiirony_rest,1,1,1,1,,,,,,
10,hota_hihi_hisir_enaisa_hitime_enbhi_hiata_hijab_hiapke_hiliye_hikuch_hibhi_hiaccha_hinahi_hijaa_hiraha_hiho_hicricket_enmain_hiaisa_hibhi_hihota_hihai_hisir_en,0,0,0,0,,,,,,
100,arey_hibhaio_hiram_himandir_hibanega_hiya_hinai_hitriple_entalaq_hichayie_hiya_hinai_hiaasaram_hibapu_hitharki_hihain_hiya_hinai_hihahahaha_hi,0,0,0,0,,,,,,
697,hadd_hihai_hibesharmi_hiki_hipoora_hibihar_hiflood_ense_hibehaal_hihai_hihai_hiaur_hiaapko_hipolitics_enki_hichinta_hihai_hikuch_hisharm_hikr_hilo_hi,0,0,0,0,,,,,,
286,nai_hiline_enmar_hirai_hithi_hibai_hisarcasm_resttha_hirt_hihaan_hijee_hiapp_hijaisa_hikoi_hizindagi_himein_hiaaye_hitou_hibaat_hibunn_hijaaye_hisarcasm_rest,0,1,1,0,,,,,,
122,hai_hibilkul_hihai_hipliss_hinaukri_hidilwaa_hirt_higenuine_enhr_hibande_hiki_hikadar_hihi_hinahi_hihai_hiirony_rest,0,1,1,1,,,,,,
1162,jo_hijyaada_hialag_hiho_hiwahi_hicheej_hiattract_enkarti_hihai_hijo_hibhaav_hikum_hide_hiwahi_hisabko_hipasand_hiaati_hihai_hiaissaa_hikyu_hiirony_rest,1,1,1,1,,,,,,
693,triple_entalaq_hibandh_hi4_restshadi_hishadi_hiregister_enmandir_hiwahi_hibanaoge_hisaman_hikanoon_hi370_resthatana_hibichare_hidarenge_hinahi_hikya_hi,0,0,0,0,,,,,,
417,waqt_hibadla_hiinsaan_hipagal_hiho_higaya_hiaur_hiphone_ensmart_enirony_rest,1,1,1,1,,,,,,
700,aajkal_hilogo_hika_hisurname_enmiddle_enname_enaur_hijio_restsurname_enban_higaya_hihai_hijio_restsarcasm_rest,1,1,1,1,,,,,,
1099,aur_hijanab_hihogaye_hiimran_hinazeer_hisahab_hisarcasm_rest,0,0,1,0,,,,,,
882,priceless_enjhuki_hijhiki_hisi_hinazar_hipal_enpal_endil_hike_hituj_hise_hinaraz_hinahi_himere_hisapnon_hiki_hirani_hibollywood_restmusic_rest,0,0,0,0,,,,,,
778,desh_hiaage_hibadh_hiraha_hihain_hitoh_hikya_higas_encylinder_enka_hiprice_enaage_hinaa_hibadhe_hisarcasm_restgaribokisarkar_rest,1,1,1,1,,,,,,
719,bichara_hikhuch_hiaada_hise_hike_hirut_enhi_hibadal_higai_hiek_hishaks_hicricket_enko_hiveeran_hikar_higaya_hithankyouafridi_rest,0,0,0,0,,,,,,
1259,triple_entalaq_himahilao_hika_hihanan_hihai_hiaarkshan_hikya_higatib_higenral_hicast_enk_hiliye_hivardan_hihai_hijawab_hidijiye_hisarkar_hi,0,0,0,0,,,,,,
346,bhai_hicricket_enmovie_enlamborghini_hika_hifarak_hihai_hibaaki_hisabh_hihumar_hijaise_hiho_hi,0,0,0,0,,,,,,
19,politics_enitni_hibhi_hinahi_hikhelni_hichahiye_hiki_hihone_hivale_hidango_hiko_hibhi_hina_hidekh_hisako_hidedicated_hibjp_hi,0,0,0,0,,,,,,
1219,news_resttank_enk_hisaath_hiammo_enbhi_himang_hilete_hiinsecurity_enk_hisaath_hisaath_hisecurity_enki_hiproblem_enbhi_hidur_hiho_hijati_hisarcasm_rest,1,1,1,1,,,,,,
1164,demand_enkarne_hiwalon_hiki_hisupply_enzyada_hihai_hiirony_restfb_rest,1,1,1,1,,,,,,
378,saare_hibaghwaan_hiapne_highar_hipe_hihai_hichaar_hidham_hiki_hiyatra_himat_hikaro_hiuttrakhand_himat_hijao_hiaunty_hiuttrakhand_himeet_engod_enirony_rest,1,1,1,1,,,,,,
679,hum_hikutto_hise_hidosti_hikarte_hihain_hiaur_hiinsano_hise_hidushmani_hiirony_rest,1,1,1,1,,,,,,
60,bam_restbhai_hichutiyo_hibhakto_hiki_hibaat_hip_hidhyan_himt_hidiyo_hiye_hiapni_himaa_hibehn_hiko_hib_hiuse_hikrte_hih_hipolitics_enk_hiliye_hi4_restk_hiliye_higaali_hib_hidete_hih_hi,0,0,0,0,,,,,,
662,mazahiya_restsarcasm_restvyang_rest2_resthain_hi2_restpuppy_enko_hipaalne_himein_hihai_hibhala_hikabahaat_hikya_hik_hise_hichori_hika_hikhatra_hibhi_hidoor_hihota_hihai_hi,0,1,0,0,,,,,,
101,sc_hisirf_hitriple_entalaq_hik_hisunwayi_hitak_hiseemit_hirah_higya_hihai_hikya_hi,0,0,0,0,,,,,,
926,aah_hiyahan_hitou_hijiski_hidarhi_hinahin_hiwoh_himuslim_hinahin_hiagar_hihai_hitou_hikamzoor_hiiman_hiwala_hiirony_restdarhi_hisay_himusalman_hinahin_hihota_hi,0,1,1,1,,,,,,
664,beer_enchadh_higayi_hiirony_rest,1,1,0,0,,,,,,
1242,abah_hiaisa_hiachi_hibaat_hihai_himadam_ensarcasm_rest,0,1,0,0,,,,,,
861,pakistani_hiteam_enaur_hisabiq_hicricketer_enbhi_hitaqreeb_hiki_hironaq_hibarrhaenge_hikarachi_himain_hicricket_enk_hiek_hideewane_hine_hiapni_hicar_enhashim_hiamla_hik_hinaam_hikar_hidi_hi,0,0,0,0,,,,,,
375,nonstop_enanumalik_hisinging_enek_higaram_hichai_hiki_hipyaali_hiho_hikoi_hiusko_hipilaane_hiwaali_hiho_hichaahe_higori_hiho_hiya_hikaaliho_hidamn_enbollywood_rest,0,0,0,0,,,,,,
446,inshallah_himetro_hibantay_hittp_restka_hikhatma_hihojaye_higa_hishowbazshareef_restsarcasm_rest,1,1,1,1,,,,,,
426,haha_hiye_hisahi_hihai_hiaise_hipopulation_encontrol_enbhi_hihoga_hiaur_hiinternet_hipe_hiwo_hisab_hibhi_hinahi_hikhulenge_hisarcasm_rest,1,1,1,1,,,,,,
573,english_enlanguage_enpadhna_hitha_hiaur_hihum_hienglish_ensubject_enpadh_hikar_hibade_hihogaye_hiirony_rest,1,1,1,1,,,,,,
90,3_restbollywoodchutiapa_restaurat_hikhilona_hinahin_hiaadmi_hikhilona_hihai_hibollywood_rest,0,0,0,0,,,,,,
303,uttar_hipradesh_hirehna_hihoga_hiyogi_enyogi_enkehna_hihoga_hibolo_hiyogi_enji_hikab_hibhej_hirahe_hiho_hiapni_hisena_hiko_hikabristan_hirape_enkarne_hisarcasm_rest,1,1,1,1,,,,,,
615,agar_hiye_hibaat_higujarat_hiwale_hibaba_hine_hikahi_hihoti_hihum_hisab_hiunki_hibadhai_hikar_hirahe_hihote_hiaur_hiakalmandi_hiki_hitareef_hikarte_hihote_hiirony_rest,1,1,1,1,,,,,,
900,yaha_himera_hibihar_hiduba_hihai_hiaur_hibhai_hitujhe_hipolitics_enaa_hirahi_hihai_hi,0,0,0,0,,,,,,
135,tripletalaq_restagar_hiaastha_hihai_himuslim_hika_hikoi_hisamman_hinahi_hihai_hiislam_en,0,0,0,0,,,,,,
1347,bhai_hichai_hipeeke_hiaata_hihu_hithoda_hiwait_enkroge_hiya_hiapka_hishift_enkhatm_hihogya_hiwaise_hikitna_hikamaate_hiho_hiper_hihate_entwt_hikeliye_hisarcasm_rest,1,1,1,1,,,,,,
473,kyunkiyeh_hiindia_enhai_hiauryahan_hihartarahki_hichhoot_hihai_hijo_hidoosredeshme_hinahimilti_hijaise_hitripletalaq_hijo_hikai_hilogonkepyarepakistanmebhi_himanaa_hihai_hi,0,0,0,0,,,,,,
768,sheher_hiki_hidiwarein_himardana_hikamzori_hise_hirangi_hihai_hiaur_hilog_hikehte_hihai_hiki_hiaurat_hikamzor_hihai_hisarcasm_rest,1,1,1,1,,,,,,
587,bollywood_hiab_hikhan_hisultanat_hiki_hikhatma_hiaa_higaya_hisalman_hike_hibad_hiab_hishah_hirukh_hiki_hiflop_enhone_hiki_hibari_enachche_hiactress_enko_hifilm_enlena_hitha_hina_hi,0,0,0,0,,,,,,
1237,record_enapne_hinaam_hikare_hike_hibaare_hikisi_hine_hikhabhi_hikalpana_hibhi_hina_hiki_hihogi_hisir_enagar_hiapp_hicricket_enko_hibhahut_hiaachi_hitarah_hisee_hikheloge_hisir_en,0,0,0,0,,,,,,
405,kamar_hipatli_hijitni_hiutna_hihi_hizyada_himazaa_hihai_hisalman_higrabbing_hizareen_hikhan_hiwaist_enirony_restcharacterdheela_rest,1,1,1,1,,,,,,
168,jo_hihua_hihua_hipar_hiab_hibollywood_restwaalo_hiko_hi10_restyear_entak_hirahat_himil_higyi_hihogi_hi,0,0,0,0,,,,,,
1143,oye_himika_restpaaji_hicha_higaye_hitussi_hioye_hichak_hide_hiphatte_hibollywood_restcelebrityisland_restshahrukhkhan_restmika_rest,0,0,0,0,,,,,,
671,ek_hidil_hijala_hihota_hihai_hiuper_hise_hibc_hiarijit_hizakhmon_hipe_hinamak_hichirakta_hihai_hi,0,0,0,0,,,,,,
123,haan_hibjp_hine_hidesh_hiko_hiye_hijaroor_hibataya_hiki_hihar_hiinsaan_hidesh_hika_hihissa_hihain_hiab_hijab_hilog_hibolenge_hivote_enpolitics_enkhatre_himein_hipadengi_hi,0,0,0,0,,,,,,
1133,roti_hijal_higayi_hihai_hipar_hikhana_hiachchha_hihai_hisarcasm_rest,1,1,1,1,,,,,,
24,noori_restaaho_hisarcasm_restbhi_hilikha_hihai_himainayyyy_hi,0,0,0,0,,,,,,
874,bacha_hiabhi_hipaida_hinhi_hihota_hinachny_hiwaly_hiphly_hiaa_hijaty_hihn_hibhai_hiphly_hipakistan_himn_hicricket_enbhd_himn_hifaida_hinuqsan_hidekhy_higy_hi,0,0,0,0,,,,,,
637,aurat_hiya_himard_hiki_hilife_entalaq_hise_hibarbad_hiho_hisakti_hihai_hiteen_hitalaq_hitalaq_hiko_hirokne_hike_hilye_hihai_hik_hibanda_hitalaq_hidene_hise_hibaz_hiajaye_hilekin_hipolitics_en,0,0,0,0,,,,,,
912,ab_hihoga_hicricket_restaur_hibhi_hiromanchak_hiqki_hiindoor_encricket_restko_hinahi_hihai_hibarish_hise_hidar_hiindoorcricketworldcup_restteamindia_restcricket_rest,0,0,0,0,,,,,,
163,haahaa_hiirony_rest,0,0,1,0,,,,,,
349,bhai_hihum_hisab_hibhi_hidoor_hirahte_hithy_enmai_hibhi_hipolitics_enmai_hikoi_hiinterest_ennahi_hirakhti_hithi_hisirf_hitextile_enke_hibaare_himai_hihi_hijaanti_hithi_hi,0,0,0,0,,,,,,
1213,waaaaaaaaaaaaaaaaaaaaaaaaaaah_hikya_hilife_enhai_hisarcasm_rest,0,1,0,0,,,,,,
221,aabhi_hitak_hiye_hibaat_hisamajh_hinahi_hiaai_hitriple_entalaq_himusalmano_hik_hiliye_hiban_hihuvi_hihai_himagar_hikhush_hiho_hirahain_hihain_hi,0,0,0,0,,,,,,
893,odi_hiranking_hijari_hijunobi_hiafrica_hipehlay_hiaustralia_endosray_hibharat_hiteesray_hiaur_hipakistan_hichattay_hinumber_enper_hiaa_higaya_hicricket_rest,0,0,0,0,,,,,,
1281,logon_hiko_hisharab_hipee_hikar_hihudang_hikarne_hika_himauka_himil_hijata_hihai_hiisse_hibadh_hike_hiholi_hika_hikya_himahattva_hiho_hisakta_hihai_hisarcasm_rest,1,1,1,1,,,,,,
674,rt_restroom_enki_hisab_hideewaron_hipe_hiphoto_enhai_hitera_hitera_hi3_restdhoni_restcricket_rest,0,0,0,0,,,,,,
582,bhai_hitujhe_hiaur_hiteri_hikaum_hiko_himubarak_hihoo_hitriple_entalaq_hi,0,0,0,0,,,,,,
1200,bhai_hiyeh_hikaisa_hifreedom_enspeech_enhai_hijaha_hihar_hibaat_hijo_hiacha_hinahin_hilagne_hipe_hipakistan_hijaane_hiki_hibaat_hikarte_hiho_hiirony_rest,1,1,1,1,,,,,,
372,shakeel_hibhai_hiaap_hikab_hise_hipolitics_enki_hibaat_hikarne_hilage_hihai_hi,0,0,0,0,,,,,,
578,cricket_enki_hiwapsi_hithik_hijo_hiaaye_hihai_hiunki_hiunke_himulk_hiwapsi_hihoni_hichahiye_hi,0,0,0,0,,,,,,
53,acha_hihua_hiaapne_hisarcasm_restlikh_hidiya_hiaapi_hi,0,0,0,0,,,,,,
43,av_hinitesh_hikumar_hika_hiasli_hichehra_hijanata_hike_hisamne_hiav_hiniteshji_highar_hibaith_hijaiye_hipolitics_himou_hise_hikrega_hisaram_himagar_hinitesh_hiko_hinhi_hiata_hibesaram_hi,0,0,0,0,,,,,,
386,sirf_hiapni_hipolitics_enchamkane_hik_hiliye_hiitni_hibheed_hijama_hikarli_himagar_hidhau_hiulta_hipad_higaya_hilene_hik_hidene_hipad_higae_hi,0,0,0,0,,,,,,
1168,lagta_hihai_hi2019_restmein_hicricket_ensamaapt_hihone_hiwaala_hihai_hidhoni_hiab_hi,0,0,0,0,,,,,,
231,sannatta_hiisliye_hihai_hiki_hibawana_himain_hiaap_hiki_hipolitics_enkhul_higayi_hihai_hi,0,0,0,0,,,,,,
808,knock_enknock_enpetrol_restpetrol_restabey_ensaale_hi3_rest14_restkya_hibad_higaya_himujhe_hipehchanne_hise_hihi_hiinkaar_hikar_hiraha_hihai_hifb_restsarcasm_rest,1,1,1,1,,,,,,
783,aur_himam_hitriple_entalaq_hihamala_hi,0,0,0,0,,,,,,
1205,irony_restachha_highamnd_hiusko_hihai_hi,1,1,1,1,,,,,,
503,mafia_hiny_hiidaray_hitabah_hiker_hidiye_hiimran_hikhan_hiagay_hipeechay_higondal_hifirdous_hiashiq_hiaur_hinoor_hialam_hikharray_hithay_hiirony_restunmistakble_hi,1,1,1,1,,,,,,
585,hahahahhaa_hirajeev_restjaise_hilog_hike_hikhate_hihai_hihrithik_hibaap_hihai_hisabka_hiagar_hiuske_hipolitics_enna_hiho_hi,0,0,0,0,,,,,,
540,tum_hisudhar_hijao_hitumhari_hicricket_enki_hikitne_hiawkaad_hihai_hiye_hiise_hibaat_hise_hiptta_hichlti_hihai_hiki_hihmse_hikhelna_hikai_hiliya_hibhikh_himaang_hirahe_hiho_hi,0,0,0,0,,,,,,
298,dosto_hiinme_hise_hisabse_hibada_hiharami_hilog_hikisse_hikehte_hihai_higaurilankeshmurder_restwednesdaywisdom_restbollywood_restajaydevgn_restkaranjohar_restharami_hikrk_rest,0,0,0,0,,,,,,
569,abe_hichutiye_hitere_hinazayes_hibaap_hilog_hialaah_hihu_hiakbar_hikrke_hiblast_enn_hiduniya_hibhar_hiaatank_himacha_hirkhe_hih_hiwo_hidikhta_hih_hikbhi_hitriple_entalaq_hipe_hibol_hipig_en,0,0,0,0,,,,,,
1320,saal_hike_hibaaki_hidin_hilogon_hiko_hihum_hichutiya_hibanate_hihai_hiek_hi1st_restapril_hiko_hihi_hikoi_hihum_hipar_hibelieve_ennahi_hikarta_hiirony_rest,1,1,1,1,,,,,,
1117,hinkhoj_hiword_restday_enguffaw_enhindi_restenglish_restword_resttranslation_restbollywood_rest,0,0,0,0,,,,,,
1152,aankh_hise_hiandha_hinaam_hinayansukh_hiirony_rest,1,1,1,1,,,,,,
670,aapne_hipolitics_ense_hisirf_hikamaye_hihain_hijanta_hika_hibharosa_hikamaya_hihota_hishayad_hikoi_hiaapki_hibaaton_hiko_hiseriously_enleta_hi,0,0,0,0,,,,,,
387,ise_hikahte_hihain_hivikas_hipehle_hikhaana_hibhi_hinahin_himilta_hitha_hiab_hiseedhe_hichinese_hicuisine_enserve_enho_hiraha_hihain_hisarcasm_rest,1,1,1,1,,,,,,
58,baba_hiramdev_hiyog_hise_hik_hihinduon_hiko_hitan_ense_hiswast_hibana_hina_hichahtey_hihai_hiaur_hibollywood_hibhog_hise_hihinduon_hik_himann_hiko_hibhrast_hibana_hina_hichahtey_hihai_hi,0,0,0,0,,,,,,
229,acchi_hibhali_hinaukri_hithi_hikaha_hise_hiisse_hipolitics_enmei_hiapni_hibeijjati_hikarne_hiki_hisujhi_hijabse_hiaaya_hihai_higali_hibaat_hihi_hisun_hirha_hihai_hi,0,0,0,0,,,,,,
653,cricket_ennews_enwaise_himeri_hiteam_enko_hikhud_hisakhta_hibarre_hinaamon_hiki_hizaroorat_hihi_hinahi_hiwaqt_hijo_hiteam_enhai_hiwo_hidurust_hihai_hiwi_encaptain_enjeson_hiholder_en,0,0,0,0,,,,,,
636,umar_hiakmal_hiaur_hikamran_hiakmal_hiko_hihar_hicoach_ense_hitakleef_hihai_hijo_hiinhain_hina_hikhilai_hiwaqaryounis_rest,0,0,0,0,,,,,,
1095,bhai_hiwoh_hideshbhakt_hihai_hibot_enbadi_hiabhi_hiabhi_hiuska_hiadhar_hicard_enbhi_hibana_hihai_hiput_enfinger_ensarcasm_rest,1,1,1,1,,,,,,
1171,ise_hipolitics_enkahte_hihain_hin_higandis_hiknow_enwell_ensanp_hibhi_himar_hijayega_hiaur_hivote_enbhi_hinahin_hitutega_hibhai_hiitaly_hika_hichhota_hidimag_hithode_hihi_hihai_hi,0,0,0,0,,,,,,
966,pura_hisannate_himein_hihai_hiaur_hiakhilesh_hibabu_hibolte_hihai_hiki_hiunka_hikaam_hibolta_hihai_hiirony_rest,1,1,1,1,,,,,,
980,wo_hidekho_hiaur_hirohit_restsharma_restsath_hicricket_enkhel_hirhe_hihai_hi,0,0,0,0,,,,,,
866,playing_hiholi_restdhuleti_restarre_hibeta_hiye_hipaani_hitoh_higanda_hihai_hikisi_hiachhe_hiinsan_hipr_hidaalo_hifestival_restsarcasm_rest,1,1,1,1,,,,,,
1354,good_enpolitics_enaarmy_hibhi_hiaarakshan_hide_hipata_hichal_hijayega_hi,0,0,0,0,,,,,,
117,satyameva_hijayate_hisatyam_hiever_ennoticed_hiirony_rest,1,1,1,1,,,,,,
1353,kamal_hikarte_hiho_hipandey_hiji_hiself_enstart_enk_hijamane_hikick_restlaye_hiled_enk_hijamane_hitubelight_restsarcasm_rest,1,1,1,1,,,,,,
479,movie_enachchi_hihogi_hibhi_hi100_restnahi_hikar_hipayegi_hibollywood_hike_hihi_hidin_hikharab_hichal_hirahe_hihain_hi,0,0,0,0,,,,,,
824,sir_enache_hise_hijanje_hihai_hipolitics_enkya_hihota_hihai_hishalakhe_hifilm_enunke_hisath_hikya_hihuwa_hitha_hiphir_hibhi_hibjp_hika_hisaport_hikarte_hijai_hiho_hi,0,0,0,0,,,,,,
660,mujhe_hibhi_hibahar_hiforeign_ense_hikahin_hikoi_hifaaltu_hicourse_enkar_hilena_hichahiye_hisarcasm_rest,1,1,1,1,,,,,,
164,aur_hinaa_hihi_hikabhi_hiaayega_hiaaj_hikal_hibollywood_hiki_hioriginality_enhi_hikhatam_hiho_higayi_hihai_hiwohi_hipurane_higaane_hirecycle_enkar_hirahe_hihai_hi,0,0,0,0,,,,,,
995,logon_hine_hiaaram_hikiya_hiaur_hichutti_hiholiday_enpuri_hiki_hiyekkum_hi1st_restmay_hiko_hibhi_himazdoor_hine_himazdoori_hiki_hiworldlabourday_restirony_restthingstobeashamedof_rest,1,1,1,1,,,,,,
157,bhenchod_hiorder_enveg_hikarte_hiho_hikhaate_hiduck_enho_hiirony_rest,1,1,1,1,,,,,,
7,apni_hibaat_hikaro_hiyaar_hihalala_hiaur_hitriple_entalaq_hipe_hiduyan_hitum_hinahi_hisamjoge_hi,0,0,0,0,,,,,,
827,a2_hijaspit_hibhumra_himissionlanka_restcricket_rest,0,0,0,0,,,,,,
896,hamane_hibhi_hikya_hihira_hipaya_hihai_hihire_enne_hicricket_enki_hiduniya_hichamkaya_hihai_hiaise_hihi_hichamkate_hirehna_hibhai_hibest_en4_rest300th_restodi_hi,0,0,0,0,,,,,,
1175,rail_engorakhpur_hiofficer_ennegligence_enpura_hisaf_hidikhata_hihai_hiisiliye_hiyogi_enaur_hiprabhu_hiko_hinhi_hijana_hichahiye_hiharyana_hipolitics_enbhari_hipada_hihai_hi,0,0,0,0,,,,,,
1325,happy_enbirthday_enmere_higiraffe_entu_hijiye_hihazaaron_hisaal_hiphekta_hirahe_hikhatarnak_hibaal_hicricket_restdhoklalife_rest,0,0,0,0,,,,,,
990,desh_hike_hisuar_hibudhijivi_hiaur_hibollywood_hike_hibhand_hichup_hikyu_hihai_himadarchodo_hiporkis_hiko_hibharat_hiaane_hipe_hibahut_hibawal_himachahaya_hitha_hi,0,0,0,0,,,,,,
562,sulabh_hishauchalaya_hithingsiwishwerefree_restsarcasm_rest,1,0,0,0,,,,,,
915,moral_enstory_enreading_enkartavya_hise_hivimukh_hihokar_hishanti_hipaana_hiasambhav_hihai_hiirony_rest,1,1,1,1,,,,,,
294,jaise_hiki_hitriple_entalaq_hiwagaira_hidharm_hika_hiproblem_ennahi_hi,0,0,0,0,,,,,,
1064,insaan_hisochta_hikuchh_hihai_hibolta_hikuchh_hihai_hiaur_hilikhta_hikuchh_hiaur_hihai_hithink_engot_encricket_rest,0,0,0,0,,,,,,
1044,ullooraatchi_himanra_hitherthal_hithiruttha_hisattatthil_hisapaanaayahar_hikaichchaatthu_hicricket_en4th_restodi_hislvind_resttoday_en30pm_rest,0,0,0,0,,,,,,
888,akshay_hikumar_hichief_enminister_enrajasthan_hivasundra_hiraje_hicine_resthome_restvalladolid_restspain_restocio_restbollywood_restfollow_rest,0,0,0,0,,,,,,
1310,chutiye_hitere_hihisab_hise_hivande_himataram_hina_higaye_hithik_hitriple_entalaq_hithik_hikal_hinational_enanthem_enna_higaye_hib_hithik_hi,0,0,0,0,,,,,,